,clust,c_avg,c_std,c_max,d_avg,d_std
0,30,10.3,4.7759815745,24,24.6,7.15821206727
1,33,0.0,0.0,0,7.0,0.0
2,30,14.6,6.11882341631,29,38.0,6.34034699366
3,32,2.6,0.489897948557,3,5.0,1.09544511501
4,32,3.2,0.979795897113,4,6.6,0.489897948557
5,29,1.4,0.489897948557,2,3.8,0.4
6,31,4.0,0.0,4,15.0,0.0
7,29,0.0,0.0,0,1.0,0.0
8,33,0.0,0.0,0,1.0,0.0
9,31,0.0,0.0,0,3.0,0.0
10,34,2.9,0.7,4,9.8,0.979795897113
11,33,2.0,0.0,2,7.0,0.0
12,32,5.5,0.5,6,11.3,0.458257569496
13,30,0.0,0.0,0,4.0,0.0
14,36,6.4,1.42828568571,8,18.7,2.23830292856
15,36,3.5,1.28452325787,5,7.4,0.489897948557
16,29,3.4,1.95959179423,5,17.6,2.93938769134
17,31,3.8,0.6,4,8.4,0.489897948557
18,32,2.0,0.0,2,5.0,0.0
19,30,12.1,5.82151183113,22,34.9,14.5151644841
20,33,1.4,0.489897948557,2,5.0,0.0
21,31,3.4,0.916515138991,4,6.7,1.55241746963
22,29,1.5,0.5,2,12.0,0.0
23,36,0.0,0.0,0,1.0,0.0
24,33,3.7,0.9,5,8.4,1.28062484749
25,30,1.0,0.0,1,2.0,0.0
26,30,1.0,0.0,1,3.0,0.0
27,33,2.6,1.28062484749,6,14.3,2.68514431642
28,39,3.4,0.489897948557,4,11.0,0.0
29,32,1.0,0.0,1,2.0,0.0
30,33,4.0,1.67332005307,8,12.0,2.09761769634
31,30,2.6,0.663324958071,4,5.3,0.9
32,30,1.2,0.4,2,7.2,1.6
33,32,24.5,5.93717104352,39,69.2,12.2376468326
34,31,8.5,3.87943294825,14,32.7,9.25256721132
35,30,0.0,0.0,0,1.0,0.0
36,34,1.7,0.640312423743,3,8.3,0.781024967591
37,31,4.8,0.4,5,9.2,0.4
38,31,3.0,0.0,3,11.0,0.0
39,34,1.0,0.0,1,2.0,0.0
40,30,0.0,0.0,0,1.0,0.0
41,29,1.6,0.489897948557,2,8.0,0.0
42,29,1.3,0.458257569496,2,4.0,0.0
43,30,1.0,0.0,1,2.0,0.0
44,31,0.0,0.0,0,1.0,0.0
45,32,6.4,1.62480768093,10,26.4,4.24735211632
46,28,4.0,0.0,4,13.0,0.0
47,31,1.5,0.5,2,4.0,0.0
48,31,1.4,0.489897948557,2,6.4,0.489897948557
49,34,1.1,0.3,2,5.1,0.3
50,33,1.0,0.0,1,4.0,0.0
51,29,10.0,1.73205080757,13,25.8,2.95972971739
52,31,6.1,0.3,7,9.7,1.41774468788
53,30,0.0,0.0,0,1.0,0.0
54,30,4.4,0.489897948557,5,22.1,1.44568322948
55,32,2.0,0.0,2,4.0,0.0
56,32,9.7,3.46554469023,14,28.0,3.46410161514
57,31,4.8,0.4,5,11.2,0.4
58,33,12.1,1.7,14,20.3,1.67630546142
59,32,4.4,0.489897948557,5,11.2,1.66132477258
60,36,5.8,0.4,6,11.1,0.3
61,33,3.7,0.9,4,7.8,0.6
62,31,0.0,0.0,0,2.0,0.0
63,33,3.7,0.458257569496,4,8.6,0.916515138991
64,31,1.7,0.458257569496,2,8.0,0.0
65,33,4.0,2.19089023002,10,12.3,6.60378679244
66,30,2.0,0.0,2,8.5,0.5
67,28,3.0,0.0,3,8.0,0.0
68,32,3.8,0.6,5,12.5,2.15638586528
69,33,2.2,0.4,3,13.0,0.0
70,30,0.0,0.0,0,1.0,0.0
71,31,2.0,0.0,2,12.0,0.0
72,32,0.0,0.0,0,2.0,0.0
73,34,0.0,0.0,0,1.0,0.0
74,30,2.0,0.0,2,6.0,0.0
75,32,0.0,0.0,0,1.0,0.0
76,32,1.1,0.3,2,6.2,0.6
77,31,1.4,0.489897948557,2,9.4,0.489897948557
78,29,1.0,0.0,1,8.0,0.0
79,32,2.5,0.5,3,8.0,1.0
80,31,7.0,0.894427191,8,18.0,1.788854382
81,30,6.1,0.830662386292,7,16.9,2.11896201004
82,30,3.3,0.458257569496,4,14.5,0.67082039325
83,35,0.0,0.0,0,1.0,0.0
84,33,4.5,4.5,18,15.0,3.0
85,30,1.5,0.67082039325,3,4.8,0.748331477355
86,32,2.0,0.0,2,19.0,0.0
87,31,0.0,0.0,0,1.0,0.0
88,30,2.8,2.95972971739,10,8.4,1.95959179423
89,33,1.0,0.0,1,3.0,0.0
90,29,3.0,0.0,3,7.4,0.8
91,32,2.1,0.3,3,6.4,0.489897948557
92,30,1.6,0.489897948557,2,3.0,0.0
93,31,2.0,0.0,2,6.0,0.0
94,32,0.0,0.0,0,1.0,0.0
95,30,6.0,1.18321595662,8,17.6,0.663324958071
96,29,1.8,0.979795897113,3,4.4,0.489897948557
97,32,1.0,0.0,1,9.0,0.0
98,31,0.0,0.0,0,1.0,0.0
99,33,2.5,0.5,3,11.0,0.0
100,34,0.0,0.0,0,6.0,0.0
101,32,2.0,0.0,2,3.0,0.0
102,33,0.0,0.0,0,1.0,0.0
103,28,5.1,0.830662386292,6,10.0,0.0
104,33,0.0,0.0,0,6.0,0.0
105,34,2.7,0.458257569496,3,10.0,0.0
106,30,0.0,0.0,0,1.0,0.0
107,29,0.0,0.0,0,1.0,0.0
108,30,8.0,1.18321595662,10,20.9,2.25610283454
109,28,0.0,0.0,0,1.0,0.0
110,37,0.0,0.0,0,1.0,0.0
111,31,1.0,0.0,1,10.0,0.0
112,30,0.0,0.0,0,1.0,0.0
113,31,2.2,0.979795897113,3,7.6,0.489897948557
114,36,1.5,0.5,2,6.0,0.0
115,34,7.9,2.02237484162,12,24.4,6.90217357069
116,34,0.0,0.0,0,1.0,0.0
117,36,1.8,0.4,2,9.0,0.0
118,28,1.0,0.0,1,3.0,0.0
119,33,0.0,0.0,0,1.0,0.0
120,33,5.4,0.489897948557,6,12.4,0.489897948557
121,33,0.0,0.0,0,1.0,0.0
122,33,2.0,2.0,6,6.6,3.2
123,34,0.0,0.0,0,1.0,0.0
124,29,0.0,0.0,0,1.0,0.0
125,31,4.0,0.0,4,7.0,0.0
126,29,2.5,0.5,3,19.0,0.0
127,30,5.2,0.979795897113,8,11.1,1.04403065089
128,34,0.0,0.0,0,2.0,0.0
129,32,0.0,0.0,0,1.0,0.0
130,33,0.0,0.0,0,1.0,0.0
131,29,1.0,0.0,1,3.0,0.0
132,29,2.4,0.489897948557,3,6.5,0.80622577483
133,31,1.0,0.0,1,4.6,0.489897948557
134,36,13.7,2.53179778023,16,31.5,2.83725219182
135,28,5.8,0.979795897113,8,21.6,1.49666295471
136,33,1.8,0.979795897113,3,4.4,0.489897948557
137,29,2.0,0.0,2,7.0,0.0
138,31,4.1,0.943398113206,6,16.0,2.2360679775
139,32,3.3,0.9,4,16.5,0.5
140,32,8.1,1.04403065089,10,14.9,2.34307490277
141,34,3.8,2.74954541697,8,20.3,5.04083326445
142,32,2.4,0.489897948557,3,9.0,1.0
143,33,3.4,1.2,4,6.8,0.4
144,32,0.0,0.0,0,7.0,0.0
145,30,0.0,0.0,0,1.0,0.0
146,35,2.2,1.66132477258,6,8.9,1.81383571472
147,34,10.2,1.07703296143,12,18.3,0.640312423743
148,28,4.9,1.37477270849,7,13.4,3.44093010682
149,31,7.1,2.21133443875,11,19.6,4.67332857822
150,31,0.0,0.0,0,1.0,0.0
151,35,0.0,0.0,0,1.0,0.0
152,27,0.0,0.0,0,1.0,0.0
153,32,1.0,0.0,1,6.0,0.0
154,33,0.0,0.0,0,1.0,0.0
155,33,4.6,0.489897948557,5,9.0,0.0
156,29,1.0,0.0,1,2.0,0.0
157,31,1.0,0.0,1,2.0,0.0
158,31,2.0,0.0,2,8.0,0.0
159,32,1.6,0.489897948557,2,3.0,0.0
160,32,3.0,0.0,3,8.7,0.640312423743
161,31,1.0,0.0,1,3.0,0.0
162,30,1.4,0.489897948557,2,7.0,0.0
163,34,0.0,0.0,0,1.0,0.0
164,31,0.0,0.0,0,5.0,0.0
165,32,8.1,2.87923600978,12,18.3,2.60959767014
166,33,0.0,0.0,0,1.0,0.0
167,31,2.0,0.0,2,7.1,0.3
168,36,4.5,0.5,5,12.0,0.0
169,31,1.0,0.0,1,5.0,0.0
170,32,4.0,1.41421356237,7,10.5,2.01246117975
171,30,0.0,0.0,0,1.0,0.0
172,29,0.0,0.0,0,1.0,0.0
173,30,0.0,0.0,0,1.0,0.0
174,31,2.4,0.489897948557,3,7.9,2.91376045687
175,30,1.2,0.4,2,4.0,0.0
176,30,0.0,0.0,0,2.0,0.0
177,32,7.6,2.87054001888,12,23.8,4.28485705713
178,32,2.6,0.916515138991,4,7.3,0.458257569496
179,31,1.0,0.0,1,4.8,0.979795897113
180,31,0.0,0.0,0,1.0,0.0
181,29,0.0,0.0,0,3.0,0.0
182,33,0.0,0.0,0,4.0,0.0
183,34,0.0,0.0,0,1.0,0.0
184,35,4.0,0.0,4,13.0,0.0
185,31,0.0,0.0,0,1.0,0.0
186,30,3.6,2.00997512422,7,10.3,1.61554944214
187,32,3.6,0.916515138991,5,5.4,1.42828568571
188,31,8.0,0.0,8,15.8,0.4
189,28,0.0,0.0,0,2.0,0.0
190,34,1.0,0.0,1,2.0,0.0
191,32,1.0,0.0,1,5.2,0.4
192,31,0.0,0.0,0,9.0,0.0
193,28,1.0,0.0,1,11.0,0.0
194,32,1.0,0.0,1,2.0,0.0
195,32,3.1,1.44568322948,5,14.6,2.10713075057
196,32,0.0,0.0,0,2.0,0.0
197,30,2.0,1.0,3,5.5,0.5
198,31,1.0,0.0,1,3.0,0.0
199,29,1.0,0.0,1,2.0,0.0
200,29,0.0,0.0,0,2.0,0.0
201,34,0.0,0.0,0,1.0,0.0
202,32,1.0,0.0,1,3.0,0.0
203,31,0.0,0.0,0,1.0,0.0
204,31,8.6,0.489897948557,9,25.4,0.489897948557
205,33,0.0,0.0,0,1.0,0.0
206,31,1.0,0.0,1,2.0,0.0
207,34,6.1,3.20780298647,11,34.5,6.87386354243
208,33,0.0,0.0,0,1.0,0.0
209,30,1.0,0.0,1,2.0,0.0
210,30,2.4,0.8,4,7.0,2.0
211,35,2.0,0.0,2,3.0,0.0
212,34,1.0,0.0,1,2.0,0.0
213,30,6.2,1.66132477258,7,20.3,1.55241746963
214,30,3.5,1.5,5,10.2,4.4226688775
215,31,6.5,1.80277563773,10,12.2,0.6
216,30,0.0,0.0,0,1.0,0.0
217,30,0.0,0.0,0,1.0,0.0
218,28,0.0,0.0,0,1.0,0.0
219,34,0.0,0.0,0,1.0,0.0
220,36,1.0,0.0,1,14.0,0.0
221,38,0.0,0.0,0,7.0,0.0
222,28,7.0,1.788854382,10,14.3,3.52278299076
223,30,4.3,2.00249843945,8,14.0,1.94935886896
224,29,0.0,0.0,0,2.0,0.0
225,30,3.2,1.93907194297,6,6.9,1.37477270849
226,33,4.0,2.19089023002,8,9.9,4.25323406363
227,31,1.5,0.5,2,6.0,0.0
228,32,6.6,0.663324958071,7,26.9,1.44568322948
229,33,0.0,0.0,0,1.0,0.0
230,32,3.1,0.7,4,9.5,1.5
231,31,2.6,0.916515138991,4,8.1,3.20780298647
232,34,0.0,0.0,0,1.0,0.0
233,32,8.9,7.93032155716,27,23.6,9.34023554307
234,31,1.0,0.0,1,3.0,0.0
235,30,4.2,0.4,5,13.6,0.8
236,33,0.0,0.0,0,1.0,0.0
237,28,0.0,0.0,0,1.0,0.0
238,33,1.0,0.0,1,6.5,0.5
239,31,2.0,0.0,2,7.0,0.0
240,32,5.0,1.84390889146,7,14.5,1.36014705087
241,33,4.3,1.61554944214,7,18.0,2.0
242,34,2.0,0.0,2,28.0,1.0
243,33,0.0,0.0,0,1.0,0.0
244,31,1.6,0.489897948557,2,5.0,0.0
245,33,1.0,0.0,1,8.0,0.0
246,35,0.0,0.0,0,4.0,0.0
247,29,2.0,1.0,3,5.4,1.11355287257
248,31,0.0,0.0,0,1.0,0.0
249,31,0.0,0.0,0,1.0,0.0
250,32,3.8,0.979795897113,5,14.0,0.0
251,32,1.2,0.4,2,8.0,0.0
252,36,1.0,0.0,1,3.0,0.0
253,32,9.4,0.8,11,23.6,1.95959179423
254,36,1.0,0.0,1,15.0,0.0
255,28,5.5,0.80622577483,6,33.1,0.943398113206
256,32,0.0,0.0,0,1.0,0.0
257,29,2.4,0.489897948557,3,13.6,1.95959179423
258,30,0.0,0.0,0,1.0,0.0
259,31,0.0,0.0,0,8.0,0.0
260,28,5.1,3.17647603485,10,24.8,2.4
261,30,0.0,0.0,0,1.0,0.0
262,32,1.8,0.979795897113,3,13.0,0.0
263,32,0.0,0.0,0,3.0,0.0
264,32,0.0,0.0,0,1.0,0.0
265,33,0.0,0.0,0,7.0,0.0
266,32,8.3,2.2825424421,13,27.6,3.16859590355
267,31,5.3,0.458257569496,6,23.7,0.640312423743
268,28,2.4,0.489897948557,3,9.0,0.0
269,29,4.6,0.489897948557,5,9.8,0.4
270,33,0.0,0.0,0,1.0,0.0
271,29,3.0,0.0,3,12.0,0.0
272,36,6.0,2.0,7,14.2,1.6
273,30,0.0,0.0,0,4.0,0.0
274,30,11.8,3.31058907145,15,18.8,1.83303027798
275,31,0.0,0.0,0,1.0,0.0
276,32,0.0,0.0,0,1.0,0.0
277,33,1.0,0.0,1,2.0,0.0
278,33,0.0,0.0,0,1.0,0.0
279,32,4.0,0.0,4,12.0,0.0
280,31,0.0,0.0,0,11.0,0.0
281,30,0.0,0.0,0,2.0,0.0
282,32,2.0,0.0,2,8.0,0.0
283,31,8.5,2.10950231097,13,30.1,5.95734840344
284,32,3.0,0.0,3,6.0,0.0
285,31,4.9,0.943398113206,7,17.7,0.9
286,32,2.5,0.5,3,7.5,0.5
287,31,2.8,0.4,3,5.2,0.6
288,31,5.7,1.00498756211,8,11.8,1.4
289,30,5.6,0.8,7,17.5,3.7483329628
290,31,2.2,0.4,3,12.2,0.4
291,35,1.0,0.0,1,4.0,0.0
292,31,3.5,0.80622577483,5,13.3,2.32594066992
293,32,1.0,0.0,1,4.0,0.0
294,29,0.0,0.0,0,1.0,0.0
295,34,4.4,2.69072480941,11,14.6,4.71593044902
296,33,0.0,0.0,0,1.0,0.0
297,31,0.0,0.0,0,1.0,0.0
298,31,2.0,0.0,2,6.0,0.0
299,30,1.6,0.489897948557,2,4.0,0.0
300,35,1.0,0.0,1,9.0,0.0
301,35,3.3,0.9,6,6.4,1.28062484749
302,32,1.8,0.979795897113,3,4.4,0.489897948557
303,34,11.7,7.34914961067,22,30.5,6.83008052661
304,34,12.3,2.36854385647,17,27.1,3.20780298647
305,35,3.0,0.0,3,14.0,0.0
306,31,2.0,0.0,2,6.0,0.0
307,32,2.0,0.0,2,14.0,0.0
308,31,2.2,0.979795897113,3,5.6,0.489897948557
309,31,0.0,0.0,0,1.0,0.0
310,30,2.5,1.5,4,7.5,0.5
311,33,7.2,1.53622914957,10,13.9,1.92093727123
312,32,5.0,0.0,5,23.0,0.0
313,30,1.4,0.489897948557,2,7.0,0.0
314,34,5.4,0.8,7,12.0,0.0
315,33,0.0,0.0,0,1.0,0.0
316,30,5.0,0.0,5,14.4,0.489897948557
317,33,0.0,0.0,0,1.0,0.0
318,32,0.0,0.0,0,2.0,0.0
319,30,4.0,0.0,4,6.0,0.0
320,30,1.5,0.5,2,9.4,0.663324958071
321,34,1.0,0.0,1,6.0,0.0
322,34,0.0,0.0,0,1.0,0.0
323,32,1.0,0.0,1,2.0,0.0
324,32,7.0,0.894427191,9,22.4,3.2
325,30,9.1,1.64012194669,12,23.7,1.9
326,33,2.0,0.0,2,6.0,0.0
327,32,0.0,0.0,0,1.0,0.0
328,31,2.0,0.0,2,6.0,0.0
329,31,1.8,0.748331477355,3,7.0,0.0
330,33,1.0,0.0,1,2.0,0.0
331,29,4.1,1.13578166916,5,9.9,2.02237484162
332,31,0.0,0.0,0,1.0,0.0
333,30,0.0,0.0,0,4.0,0.0
334,31,1.0,0.0,1,2.0,0.0
335,33,0.0,0.0,0,1.0,0.0
336,32,2.0,0.0,2,14.0,0.0
337,32,7.1,1.57797338381,9,18.6,2.2
338,33,10.4,0.489897948557,11,33.2,6.74981481227
339,33,2.1,0.830662386292,3,5.7,0.9
340,35,3.8,1.07703296143,5,20.0,2.19089023002
341,30,7.8,0.6,9,11.8,1.24899959968
342,32,1.0,0.0,1,2.0,0.0
343,28,3.3,1.1874342087,4,8.0,1.54919333848
344,29,8.6,4.29418211072,15,16.6,3.55527776693
345,30,1.0,0.0,1,2.0,0.0
346,33,0.0,0.0,0,1.0,0.0
347,28,0.0,0.0,0,2.0,0.0
348,30,1.8,0.748331477355,3,6.8,0.748331477355
349,33,5.9,0.943398113206,8,15.9,1.92093727123
350,32,0.0,0.0,0,2.0,0.0
351,31,2.2,0.4,3,7.0,0.0
352,31,0.0,0.0,0,1.0,0.0
353,31,0.0,0.0,0,1.0,0.0
354,30,3.2,2.31516738056,7,16.6,6.39061812347
355,34,2.0,0.0,2,3.0,0.0
356,31,2.0,0.0,2,4.0,0.0
357,32,0.0,0.0,0,1.0,0.0
358,33,8.4,2.2,10,31.4,3.55527776693
359,34,0.0,0.0,0,1.0,0.0
360,32,3.6,0.489897948557,4,8.2,0.979795897113
361,29,0.0,0.0,0,1.0,0.0
362,30,2.5,1.56524758425,5,17.0,3.0
363,30,1.1,0.3,2,6.0,0.0
364,34,2.0,0.0,2,4.0,0.0
365,33,0.0,0.0,0,2.0,0.0
366,32,4.5,0.67082039325,5,13.8,1.46969384567
367,35,0.0,0.0,0,1.0,0.0
368,32,7.0,2.0,12,23.3,3.57910603363
369,28,11.6,1.8,16,47.9,5.7697486947
370,31,8.5,1.68819430161,10,25.3,2.57099202644
371,29,3.2,0.4,4,15.9,1.13578166916
372,31,0.0,0.0,0,1.0,0.0
373,32,2.0,0.0,2,8.0,0.0
374,31,15.2,3.81575680567,21,40.1,6.05722708836
375,32,2.7,1.1874342087,4,7.7,0.458257569496
376,30,0.0,0.0,0,1.0,0.0
377,29,0.0,0.0,0,4.0,0.0
378,36,0.0,0.0,0,4.0,0.0
379,31,0.0,0.0,0,1.0,0.0
380,33,1.0,0.0,1,4.0,0.0
381,32,1.6,0.489897948557,2,5.0,0.0
382,30,8.1,1.13578166916,11,22.0,1.0
383,36,1.0,0.0,1,6.0,0.0
384,34,4.0,3.63318042492,13,12.4,5.73061951276
385,33,1.0,0.0,1,3.0,0.0
386,31,0.0,0.0,0,1.0,0.0
387,31,11.3,1.95192212959,14,24.5,3.23264597505
388,29,2.3,0.9,5,4.7,2.1
389,30,6.9,0.7,8,11.0,1.18321595662
390,36,4.4,0.663324958071,5,16.1,1.13578166916
391,30,9.8,3.31058907145,15,21.9,4.13400532172
392,32,1.1,0.3,2,4.0,0.0
393,31,6.7,1.1874342087,9,16.5,1.20415945788
394,32,2.6,1.2,5,19.1,0.3
395,34,2.9,1.04403065089,4,9.8,0.4
396,32,4.0,0.0,4,5.2,0.6
397,29,1.0,0.0,1,9.0,0.0
398,33,0.0,0.0,0,1.0,0.0
399,32,0.0,0.0,0,5.0,0.0
400,33,4.2,0.6,5,18.1,1.37477270849
401,35,2.0,0.0,2,5.0,0.0
402,31,2.0,0.0,2,23.0,0.0
403,32,0.0,0.0,0,1.0,0.0
404,31,0.0,0.0,0,1.0,0.0
405,32,1.0,0.0,1,2.0,0.0
406,27,3.4,0.489897948557,4,7.0,0.0
407,32,7.0,0.0,7,20.0,0.0
408,33,1.0,0.0,1,2.0,0.0
409,33,2.5,0.67082039325,3,5.9,0.3
410,28,2.3,0.458257569496,3,8.5,0.5
411,33,0.0,0.0,0,1.0,0.0
412,31,0.0,0.0,0,5.0,0.0
413,28,5.4,1.35646599663,7,21.2,3.96988664826
414,30,2.0,0.0,2,7.0,0.0
415,31,3.7,0.781024967591,5,17.1,2.54754784057
416,35,0.0,0.0,0,1.0,0.0
417,29,1.0,0.0,1,6.0,0.0
418,33,3.8,0.6,5,23.2,0.4
419,28,2.2,1.46969384567,4,7.6,1.35646599663
420,33,2.0,0.0,2,6.0,0.0
421,33,7.0,0.0,7,16.0,0.0
422,35,3.4,0.916515138991,4,8.2,0.4
423,35,0.0,0.0,0,2.0,0.0
424,31,0.0,0.0,0,1.0,0.0
425,29,2.0,0.0,2,9.5,0.5
426,31,5.2,1.46969384567,7,15.2,0.979795897113
427,31,0.0,0.0,0,1.0,0.0
428,29,3.0,0.0,3,7.0,0.0
429,29,8.7,1.48660687473,10,27.9,5.66480361531
430,33,1.0,0.0,1,4.0,0.0
431,29,1.5,0.5,2,7.0,0.0
432,33,5.3,1.55241746963,7,11.6,2.41660919472
433,34,0.0,0.0,0,4.0,0.0
434,32,0.0,0.0,0,1.0,0.0
435,35,2.3,0.458257569496,3,9.0,0.0
436,29,8.2,1.53622914957,12,26.3,3.13209195267
437,31,0.0,0.0,0,1.0,0.0
438,33,0.0,0.0,0,3.0,0.0
439,31,1.0,0.0,1,6.6,0.489897948557
440,28,0.0,0.0,0,1.0,0.0
441,33,2.0,0.0,2,13.0,0.0
442,31,0.0,0.0,0,1.0,0.0
443,32,4.2,1.16619037897,6,12.4,0.489897948557
444,35,2.6,0.489897948557,3,5.0,0.0
445,32,3.8,0.871779788708,5,16.0,3.0
446,28,0.0,0.0,0,1.0,0.0
447,32,3.0,0.0,3,4.5,0.5
448,30,0.0,0.0,0,1.0,0.0
449,34,6.8,0.748331477355,8,16.1,0.3
450,35,0.0,0.0,0,1.0,0.0
451,32,3.9,0.3,4,22.4,2.00997512422
452,36,0.0,0.0,0,3.0,0.0
453,33,0.0,0.0,0,1.0,0.0
454,32,3.6,1.68522995464,7,13.7,1.1874342087
455,31,10.0,1.84390889146,12,21.6,2.0591260282
456,29,0.0,0.0,0,1.0,0.0
457,30,4.4,0.489897948557,5,7.0,0.0
458,34,3.2,1.46969384567,5,11.2,1.46969384567
459,32,2.5,0.5,3,10.7,0.458257569496
460,32,0.0,0.0,0,2.0,0.0
461,27,4.2,1.07703296143,6,12.7,0.640312423743
462,27,3.6,0.916515138991,5,14.0,0.0
463,32,8.7,1.41774468788,12,22.6,3.2
464,31,6.3,2.00249843945,10,17.3,1.34536240471
465,32,2.0,0.0,2,8.0,0.0
466,32,0.0,0.0,0,1.0,0.0
467,35,6.2,0.4,7,16.4,1.8
468,29,13.6,2.61533936612,17,25.7,1.26885775404
469,31,2.8,0.4,3,6.0,0.0
470,30,0.0,0.0,0,3.0,0.0
471,33,0.0,0.0,0,1.0,0.0
472,33,0.0,0.0,0,2.0,0.0
473,34,4.0,0.0,4,15.0,0.0
474,29,4.6,2.41660919472,7,11.0,1.0
475,30,3.1,1.3,5,13.3,2.68514431642
476,34,1.8,1.6,5,7.8,0.4
477,30,0.0,0.0,0,1.0,0.0
478,29,0.0,0.0,0,1.0,0.0
479,36,3.0,0.0,3,9.3,0.458257569496
480,35,10.3,2.75862284483,14,23.9,4.72122865365
481,30,12.1,1.37477270849,14,28.5,1.28452325787
482,32,0.0,0.0,0,1.0,0.0
483,32,2.0,0.0,2,3.0,0.0
484,31,0.0,0.0,0,2.0,0.0
485,32,2.0,0.0,2,4.0,0.0
486,34,2.0,0.0,2,8.0,0.0
487,32,0.0,0.0,0,1.0,0.0
488,30,0.0,0.0,0,1.0,0.0
489,33,1.4,0.489897948557,2,4.0,0.0
490,29,13.8,3.7094473982,20,44.4,6.49923072371
491,36,0.0,0.0,0,2.0,0.0
492,31,9.7,3.9,13,20.3,4.07553677446
493,37,1.0,0.0,1,5.0,0.0
494,28,0.0,0.0,0,1.0,0.0
495,30,0.0,0.0,0,5.0,0.0
496,32,0.0,0.0,0,1.0,0.0
497,31,6.3,4.51774279923,14,19.1,5.2810983706
498,33,0.0,0.0,0,1.0,0.0
499,32,4.1,0.3,5,12.0,0.0
500,33,2.9,0.7,4,18.2,2.71293199325
501,27,2.6,2.37486841741,8,17.0,3.577708764
502,35,0.0,0.0,0,1.0,0.0
503,34,1.2,0.4,2,6.0,0.0
504,33,4.1,0.3,5,32.0,0.0
505,27,0.0,0.0,0,1.0,0.0
506,31,0.0,0.0,0,4.0,0.0
507,31,2.0,0.0,2,9.0,0.0
508,31,5.1,1.22065556157,8,21.5,2.76586333719
509,31,3.6,1.8547236991,7,9.6,4.0049968789
510,31,1.0,0.0,1,3.2,0.6
511,34,1.0,0.0,1,3.7,0.458257569496
512,33,2.0,0.0,2,7.0,0.0
513,36,0.0,0.0,0,1.0,0.0
514,32,3.0,0.0,3,15.0,0.0
515,32,0.0,0.0,0,1.0,0.0
516,31,0.0,0.0,0,3.0,0.0
517,29,5.1,1.51327459504,7,14.0,2.04939015319
518,32,0.0,0.0,0,1.0,0.0
519,31,2.4,0.663324958071,4,7.7,0.640312423743
520,30,2.0,0.0,2,5.0,0.0
521,30,0.0,0.0,0,1.0,0.0
522,34,1.9,0.3,2,10.1,0.3
523,29,8.8,1.07703296143,11,25.6,4.07921561087
524,29,1.7,0.458257569496,2,6.3,0.458257569496
525,31,1.0,0.0,1,3.0,0.0
526,33,6.2,0.871779788708,7,25.4,3.49857113691
527,30,5.3,1.41774468788,7,16.0,0.894427191
528,31,4.0,0.0,4,7.7,0.9
529,33,3.2,2.4,7,11.5,1.96214168703
530,35,1.0,0.0,1,8.0,0.0
531,35,7.4,0.489897948557,8,25.4,0.8
532,33,7.8,2.95972971739,14,21.2,6.50845603811
533,35,3.0,0.0,3,4.0,0.0
534,32,5.9,1.3,7,13.2,0.4
535,34,1.6,0.489897948557,2,8.0,0.0
536,34,4.0,0.0,4,8.5,0.5
537,31,3.0,0.0,3,14.0,0.894427191
538,34,0.0,0.0,0,1.0,0.0
539,31,2.0,0.0,2,6.0,0.0
540,34,9.4,1.90787840283,15,21.8,4.4226688775
541,34,2.0,0.0,2,4.0,0.0
542,32,1.4,1.2,5,6.2,0.6
543,29,4.9,0.3,5,16.2,1.32664991614
544,29,10.2,3.96988664826,17,24.8,9.46361453146
545,31,2.2,1.46969384567,4,11.0,0.0
546,32,0.0,0.0,0,3.0,0.0
547,32,1.0,0.0,1,2.0,0.0
548,34,11.6,0.8,12,30.1,6.28410693735
549,24,0.0,0.0,0,1.0,0.0
550,32,2.0,0.0,2,7.9,0.3
551,32,7.7,0.458257569496,8,19.6,1.68522995464
552,30,0.0,0.0,0,3.0,0.0
553,28,0.0,0.0,0,2.0,0.0
554,31,8.0,1.0,9,21.5,2.57875939165
555,33,8.2,5.28772162656,23,24.5,13.0019229347
556,33,0.0,0.0,0,8.0,0.0
557,34,2.2,1.46969384567,4,15.0,4.89897948557
558,32,0.0,0.0,0,1.0,0.0
559,31,5.4,0.8,7,10.8,2.27156333832
560,34,1.0,0.0,1,3.0,0.0
561,33,0.0,0.0,0,1.0,0.0
562,30,2.0,0.0,2,5.0,0.0
563,31,9.6,3.49857113691,15,30.3,10.640018797
564,35,0.0,0.0,0,1.0,0.0
565,34,1.0,0.0,1,5.0,0.0
566,29,1.0,0.0,1,2.0,0.0
567,30,0.0,0.0,0,1.0,0.0
568,33,2.0,0.0,2,8.0,0.0
569,33,2.5,0.5,3,7.5,1.5
570,35,4.2,0.6,6,9.3,0.9
571,34,1.0,0.0,1,3.0,0.0
572,31,1.8,0.4,2,4.0,0.0
573,33,7.8,1.83303027798,13,23.3,5.65773806393
574,32,3.0,0.0,3,5.9,0.3
575,29,3.6,1.95959179423,6,14.4,0.489897948557
576,32,2.0,0.0,2,7.0,0.0
577,32,0.0,0.0,0,1.0,0.0
578,34,0.0,0.0,0,5.0,0.0
579,29,0.0,0.0,0,1.0,0.0
580,34,2.0,0.0,2,4.0,0.0
581,33,2.0,0.0,2,7.0,0.0
582,37,6.5,0.5,7,14.0,0.0
583,33,3.6,1.74355957742,5,12.9,2.46779253585
584,29,0.0,0.0,0,1.0,0.0
585,34,1.0,0.0,1,10.6,0.489897948557
